MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
1,16.7,0.2,N,44,N,0,17,100,54,1024.7,1020,4.3,16.4,No,0
4.3,15,0,W,37,WSW,19,19,83,50,1021.1,1023.2,12.2,12.6,No,0
-1,13.4,0,SE,22,SE,0,9,85,51,1033.4,1032,4.7,13.2,No,0
0.7,15.2,0,ESE,41,E,0,9,75,52,1037.8,1034.2,6.5,15.2,No,0
-0.8,15.2,0.2,SE,13,SE,0,6,95,58,1035.6,1031.7,5.4,14.6,No,0
0.3,15.3,0,N,11,ESE,0,7,100,67,1032.1,1027.7,5.1,14.8,No,0
2.4,15.7,0,E,15,E,0,9,100,72,1029.3,1025.9,6.1,14.4,No,0
1.8,14,0.2,ESE,17,ESE,0,6,100,70,1027.4,1023.5,5.9,13.9,No,1
5.9,14.4,14.6,ESE,19,N,6,6,100,100,1019.9,1016.4,11.3,14.2,Yes,1
11.3,12.6,11.6,W,20,WSW,2,6,100,100,1010.9,1009.1,12.2,12.6,Yes,1
9.9,11.1,22.4,SSE,15,NA,0,0,100,100,1016.2,1015.6,10.4,10.7,Yes,1
5.8,13.7,16.4,SSE,22,S,11,7,78,54,1021.3,1020.2,8.5,13.2,Yes,0
-0.9,12.2,0.2,SE,20,ESE,4,6,80,53,1026.3,1025.3,3.6,11.3,No,0
-1.5,12.1,0,ENE,15,ESE,2,6,86,62,1030,1027.5,3.1,11.6,No,0
-1.2,11.3,0,E,13,ESE,0,7,99,74,1030,1026.4,3.7,10.6,No,0
1.4,16.8,0,N,28,ENE,0,15,98,58,1026,1021.9,7.3,15.8,No,1
7,14,7.2,ESE,15,SSE,2,11,100,91,1022.1,1020.6,9.8,13.6,Yes,0
8.2,13.4,1,SSE,17,NNE,11,7,100,76,1026.1,1026.8,8.8,12.2,No,0
1.8,14.3,0.2,ENE,11,E,7,6,100,69,1034,1032,4.6,13.9,No,0
2.3,13.2,0,W,19,SE,0,6,100,68,1035,1032.2,6.1,11.3,No,0
5.6,12.4,0.2,N,20,ENE,0,7,90,65,1034.3,1032.8,7.3,11,No,0
0.4,15,0,E,15,SSE,7,6,99,66,1034.3,1030.1,3.3,12.8,No,0
1,8.6,0,WSW,15,WSW,9,7,99,85,1029.7,1028,5,8.2,No,0
2.9,10.6,0,W,19,NNW,6,6,99,68,1029.5,1026.1,5.3,10.1,No,0
4.6,12.1,0.8,WSW,50,SW,7,28,87,52,1022.4,1022.1,6.9,11.3,No,0
-2.1,11,0.8,NW,20,NNW,0,13,87,46,1029,1026.7,2.5,10.8,No,0
1.1,11.6,0,W,24,W,0,13,94,56,1026.3,1023.8,2.6,10.3,No,0
0.7,11.8,0,SSE,13,NW,0,6,91,59,1023.9,1020.8,3.6,11.6,No,0
3.6,10,0,WSW,17,WSW,0,9,84,70,1019.2,1017.8,8.2,9.7,No,0
4.8,14.8,0,SSE,20,ESE,9,4,83,54,1022.7,1022,7.6,13.7,No,0
0.1,14.8,0,E,13,E,6,6,86,55,1028.9,1026.8,4.5,14.1,No,0
-0.5,13.2,0,SE,17,SE,0,11,92,61,1030.1,1025.3,3.3,12.6,No,1
3.3,14.2,1.8,NE,24,NNE,6,13,94,69,1020.4,1017.2,9,13,Yes,1
8,13.9,2.4,NNE,43,N,13,19,85,80,1012,1005.2,11.2,12.5,Yes,1
5.1,11.3,5.4,W,30,W,6,17,95,81,1005.9,1004.3,5.9,8.6,Yes,1
5.9,13.7,2.8,W,50,W,24,30,78,64,1008.2,1009.1,11.3,11.8,Yes,0
5,9.1,0,W,33,NW,11,17,78,63,1014.9,1014.1,6.5,7.6,No,1
4.4,6.8,10,NE,30,SSE,13,11,96,93,1016.6,1017.1,4.7,6.4,Yes,1
2.9,11.9,4.4,SW,19,WSW,6,11,90,67,1020.1,1017.3,5.8,10.5,Yes,0
-1.4,11.5,0.2,W,31,WSW,6,20,88,66,1019.1,1019.3,3.6,10.4,No,0
-1.6,12.4,0,NNW,52,SSE,0,7,90,46,1029.5,1028.9,2.9,11.8,No,0
-1.5,13,0,SE,13,SE,4,9,83,52,1034.7,1032.1,3,12.4,No,0
-1.6,13.7,0,E,15,E,0,7,93,58,1035.3,1031.5,2.6,13.5,No,0
-0.3,15.9,0,NNE,28,NE,0,19,95,56,1032.4,1026.3,4.6,15.2,No,1
4.5,13.5,3,NNE,48,N,20,19,89,83,1023.2,1022.5,10.4,12.1,Yes,1
7.5,16.9,2.8,ENE,13,ENE,2,2,95,58,1027.1,1023.4,9.2,16.7,Yes,0
2.2,12.8,0.2,NNW,39,N,0,13,94,88,1018.1,1012.9,6.5,12,No,1
6.5,13.6,5.8,NW,35,NNW,17,24,82,55,1019,1017.1,9.2,12.8,Yes,1
8.2,11.8,3,W,54,W,17,33,87,55,1016.5,1017.1,8.6,11,Yes,0
0.7,9.5,0,WNW,26,WNW,11,15,87,70,1029.1,1029.3,3.3,9.2,No,0
1.4,13.8,0,WNW,26,WSW,0,13,86,67,1036,1033.5,6.3,12.5,No,0
1,12.2,0,E,17,ENE,9,2,99,73,1035.6,1031.2,4.5,11.2,No,0
3.3,12.5,0,NNW,30,NNW,6,19,90,64,1026,1021.1,7.1,11.9,No,0
7.2,13.8,0.2,N,22,N,0,11,78,55,1021.4,1019.8,9.7,13.6,No,1
3.8,10.3,1.2,NW,17,NA,9,0,99,98,1015.4,1014.8,8.8,10.2,Yes,1
7.2,11.9,27.2,WNW,35,WSW,13,20,99,60,1013.4,1014.6,8.7,11.2,Yes,1
7.5,11.7,2.6,WSW,52,WSW,26,26,85,51,1017.7,1018.6,8.3,11,Yes,1
-2.4,8.6,1.4,W,30,WNW,6,19,85,55,1025.1,1021.9,2.5,7.7,Yes,1
2.2,11.5,4.2,W,46,W,24,22,94,71,1014.2,1012.2,7.2,10.9,Yes,1
2,10.9,1.4,SW,20,WNW,13,13,87,73,1019.9,1020.6,5.2,10.2,Yes,1
5,12.6,1.4,WNW,52,W,9,9,100,67,1025.6,1023.7,7.6,12.1,Yes,0
1.3,14,0,NNW,44,WNW,2,9,99,64,1026.2,1023.3,5.1,13.3,No,0
0.8,11,0,ENE,13,E,4,9,100,74,1024.3,1019.8,4.9,10.8,No,0
3.8,15.1,0,NNE,31,NNW,9,19,99,58,1016.4,1011.6,7.3,14.3,No,1
3,14.2,1.8,NNW,30,NNW,6,15,99,53,1015.1,1011.9,7.5,14,Yes,0
1.8,9,0,N,28,ENE,6,9,86,86,1003.9,1005,7.7,7.3,No,1
1.7,12.3,5.4,WSW,33,W,15,15,90,78,1019.2,1020.1,7.5,11,Yes,0
4.2,12.8,0,ENE,13,NE,6,7,93,75,1027.2,1026.6,8.6,12.5,No,0
2.1,17,0,E,17,S,2,4,100,52,1032,1029.4,6.1,14.7,No,0
1.7,15.9,0.2,W,30,WNW,6,19,100,55,1028.5,1023.8,5.5,14.6,No,0
5.5,14.2,0,WSW,43,WNW,17,19,82,64,1018.3,1015.8,9.8,13.4,No,0
-0.9,12.7,0,SW,17,W,0,7,79,45,1023,1021.9,5.3,12.4,No,0
-0.1,13,0,NE,19,SSW,0,9,94,51,1027.8,1025.3,3.8,12,No,0
0.4,16.8,0.2,ESE,19,NNE,0,9,78,54,1028.6,1025,7.1,16.2,No,0
2,16.4,0,NNE,37,NE,7,11,81,59,1024.2,1020.1,9.6,16,No,1
7.9,20.7,1.4,N,24,NNW,2,11,92,52,1017.8,1016,12.9,19.9,Yes,0
8.9,17.7,0.8,ENE,15,NNE,2,9,89,59,1020.3,1018.6,11.3,16.9,No,0
7.5,13.5,0,SSE,35,SE,13,19,76,78,1018.6,1015.7,11.9,12.2,No,1
8.8,11.7,15.2,SSE,35,S,9,11,87,91,1020.7,1022.3,10.1,9.7,Yes,1
5.8,15,15.2,S,19,SSW,7,9,65,60,1025.5,1022.2,11.7,14.8,Yes,1
9.8,15.8,10.6,W,44,W,11,31,94,73,1020.7,1017.9,10.7,12.3,Yes,0
4.2,16.2,0,WNW,24,W,0,15,99,55,1023.4,1021.5,7.7,16.1,No,0
1.2,13.7,0,W,30,WSW,6,17,99,46,1025,1022.1,5.1,13.6,No,0
1.5,15.5,0.2,W,19,WSW,0,9,79,49,1023.2,1020.1,8.8,15,No,0
2.2,15,0,W,24,NW,0,15,72,53,1020.1,1016.8,8.3,14.8,No,0
1.1,14.9,0,NNW,24,WNW,7,9,99,50,1018.2,1015.6,5.3,14.2,No,0
1.9,17.6,0,ENE,31,E,7,17,87,53,1016.5,1009,7.6,16.7,No,1
7.5,17.9,23,SW,35,S,2,22,96,45,1009.1,1011.7,10.3,17,Yes,1
3.4,17.5,1.2,WNW,24,WNW,6,13,82,57,1023.3,1021,9.8,15.5,Yes,0
3.2,17.6,0,WNW,22,W,6,11,99,59,1024.3,1020.7,7.2,17.5,No,0
5.2,16.4,0,N,33,N,6,22,90,58,1022.8,1018.7,8.7,16,No,1
8.2,13.6,1.6,WSW,50,WNW,15,28,76,53,1019.6,1018,9.9,12.7,Yes,0
6.1,14.9,1,WSW,43,W,11,20,94,63,1020.8,1018.6,7.9,14.1,No,0
0.7,17.5,0.2,W,41,WSW,6,26,80,50,1026.6,1024.4,7.1,16.8,No,0
4.9,19,0.2,ESE,28,E,7,7,69,43,1031.7,1029.5,10.8,17.2,No,0
3.9,19.4,0,NNE,30,NNW,7,19,79,52,1031.9,1027.7,11,19.1,No,0
6,21.1,0,W,20,W,4,11,81,52,1029.2,1025.9,12.1,20.4,No,0
6.6,23.2,0,NE,20,NE,7,9,79,45,1028.1,1024.3,15.2,22.9,No,0
7.3,24.1,0,NNE,33,N,7,20,75,49,1023.8,1018.5,14.6,23.6,No,0
13.3,18,0,W,54,W,28,28,73,49,1013.9,1015.3,14.8,17.2,No,0
2.5,16.7,0,WNW,35,WNW,2,17,79,50,1019.1,1016.8,10.3,16.1,No,0
3.7,17.9,0,WSW,35,WSW,4,24,77,45,1021.2,1020.5,10.9,17.5,No,0
3.6,19.2,0,SE,24,SSE,9,9,67,44,1027.3,1025,12.9,18.4,No,0
6.1,20.4,0,NE,24,NNE,7,11,70,42,1026.8,1022.5,13.7,19.2,No,0
5.6,21.5,0,ENE,22,NE,7,11,74,52,1023.9,1019.7,13.5,20.4,No,0
6.4,20.9,0,W,35,NW,0,17,82,50,1019,1014.9,12.6,20.5,No,0
6.2,16.3,0.2,SW,41,SW,20,20,68,36,1021.8,1022,10.7,15.3,No,0
-0.2,14.9,0,SE,43,ESE,6,11,55,38,1031.7,1028.9,9.3,14.6,No,0
1.7,16.9,0,SE,39,ESE,9,20,58,44,1031.8,1027.7,9.6,16.4,No,0
2.9,19,0,SE,33,SE,2,17,60,39,1032.4,1028.3,12.3,18.6,No,0
4.5,20.1,0,SE,22,W,17,9,59,45,1030.9,1025.9,13.7,19.3,No,0
4.3,21.3,0,W,28,W,6,15,71,50,1025.4,1020.8,13.5,20.7,No,0
4.8,22.6,0,NNW,37,NNW,7,15,75,37,1020.8,1016.5,13.2,22.1,No,0
6.8,20.1,0,WNW,37,W,11,20,54,48,1017.7,1016.4,15.8,19.7,No,0
3.1,19.7,0,E,20,NE,7,9,64,32,1022.8,1020.4,12.2,19,No,0
3.7,21.1,0,WNW,30,W,2,13,65,38,1028,1026.6,13.2,20.5,No,0
4.8,24.6,0,SSW,20,SW,6,9,65,37,1034.4,1030.5,14.9,24.5,No,0
6.9,27.1,0,ESE,26,NW,6,11,71,35,1032.4,1026.1,16.3,26.6,No,0
9.6,29.4,0,NW,26,NNW,4,17,76,25,1024.8,1022.1,15.4,29,No,0
10.1,31,0,N,26,NNE,0,13,70,28,1024.5,1021.4,16.3,30.3,No,0
10,34.1,0,NNW,48,NNW,7,31,73,14,1020.4,1016.5,17.4,33.4,No,0
12,24.3,0,SSE,30,SE,4,17,63,32,1027.6,1028.4,14.6,23.3,No,0
10.2,23.1,0,E,17,SSE,7,11,66,53,1035.2,1032.2,14.8,20.6,No,0
10.3,27.8,0,SSE,22,SSE,4,9,75,48,1032.8,1028.1,15.5,26.1,No,0
13.2,29.7,0,N,35,WNW,11,15,63,37,1027.7,1024.4,19,28,No,0
15.4,22.1,0.4,SE,37,NNE,7,11,85,76,1022.2,1019.2,16.9,20,No,1
10.7,24.4,1.8,WNW,37,W,6,15,80,42,1016,1014,16.4,24,Yes,0
8.7,24.2,0,NE,39,SE,19,13,60,45,1022,1020,16,22.9,No,0
10,27.1,0.4,NNE,22,ESE,7,11,74,44,1025,1021.8,16.7,26.4,No,0
10.5,32.4,0,NNW,39,NNE,7,11,72,32,1023.6,1018.8,19.1,31.1,No,0
13.1,29.6,0,SSE,22,S,2,15,79,52,1021.2,1019.2,18.2,25.8,No,0
16,29,0,WSW,33,W,6,20,82,46,1023,1022.8,19.1,25.3,No,0
8.6,27.5,0,NW,22,SE,6,11,64,40,1026.9,1024.1,15.8,26.2,No,0
8.3,29.2,0,SSE,22,SSE,4,13,63,44,1024.5,1019.9,16,27.9,No,0
11.3,31.8,0,NW,54,NNW,2,7,64,31,1019.4,1013.7,18.7,30.3,No,1
16.6,24.7,1.6,NNW,43,N,7,26,80,66,1012.3,1011,20.8,22.2,Yes,0
13.3,25.2,0.8,ESE,33,ESE,17,17,66,44,1014.2,1013.2,18.5,24.4,No,0
14.1,24.6,0.2,N,33,NE,13,9,59,41,1020.8,1018.5,16.9,22.5,No,0
10.3,26.6,0,W,30,ESE,7,9,69,34,1021.9,1018.6,17.2,24.5,No,0
10,30.5,0,ENE,28,N,7,6,67,20,1020.1,1015.4,17.7,29.7,No,0
17.4,25.9,0,SE,48,W,19,22,55,41,1014.7,1014.2,19.9,24.9,No,0
13.6,25.3,0,SE,48,SE,26,17,41,30,1024.1,1021.9,15.8,23.8,No,0
6.2,25.5,0,NE,19,SSW,6,11,54,29,1025,1019.5,14.8,23.6,No,0
9.3,27.9,0,SE,22,SSE,9,15,55,22,1021.7,1018.7,18.5,27.2,No,0
9.7,28.1,0,ENE,28,E,9,17,59,36,1020.6,1016.7,17.8,27.2,No,1
17.1,21.7,5.4,ENE,28,NE,15,19,90,77,1017.3,1015.1,18.2,19.2,Yes,1
15,27.3,15.2,WSW,57,NE,13,19,90,50,1014,1006.6,17.7,26,Yes,1
15.9,27.1,22.8,WNW,44,W,11,24,82,43,1010.9,1009.7,19.2,25.1,Yes,0
12.3,26.8,0.2,WSW,41,NW,13,15,65,35,1015.6,1014.1,18.2,26.1,No,0
14.7,28.7,0,N,35,NNE,15,22,63,47,1015,1011.4,20.9,27.2,No,1
16.6,21.6,6.6,NE,39,NNE,19,17,76,83,1008.8,1006,19.2,20.6,Yes,1
15.2,25.1,4.2,WSW,39,W,6,17,90,59,1008.7,1006.9,18.2,24.4,Yes,1
12.1,23.4,1.8,W,37,WSW,19,20,64,43,1013.9,1013.3,15.6,22.2,Yes,0
9.2,25.7,0,W,22,SSW,11,7,60,32,1020.9,1018.3,15.2,24.3,No,0
12,29.6,0,W,30,SE,6,11,65,37,1021.1,1015.7,19,27.4,No,0
15.8,32.3,0,W,39,WNW,7,17,68,31,1015.4,1012.4,22.4,31.4,No,0
17.8,28.3,0,NNE,31,NNE,6,20,64,46,1017.5,1015.7,21.8,26.6,No,1
17.9,28.2,10.6,S,50,NW,7,22,78,49,1016.7,1012,20.7,26.3,Yes,1
15.9,27.5,4.8,SW,35,SW,7,24,95,33,1012.8,1009.9,19,26.4,Yes,0
13.8,26.2,0,SE,39,SSW,17,13,54,39,1013.9,1011.1,17.8,24.3,No,0
12.4,25.9,0,SE,31,E,22,20,48,33,1018.3,1015.9,17.4,23.6,No,0
11.6,26.7,0,SW,24,SW,7,11,59,36,1019.8,1016.4,18.4,25.5,No,0
12.3,31,0,NNE,35,WSW,9,7,67,25,1018.4,1013.2,18.8,29.6,No,0
13.3,33.5,0,SW,41,W,7,20,56,21,1013,1011,22.3,32.3,No,0
18.1,37.2,0,W,44,WNW,4,13,47,25,1013.7,1011.2,24.2,36.4,No,0
17.8,34.3,0,SW,56,SW,6,24,46,28,1009.4,1006.7,27.3,32.9,No,0
12.4,26.6,0,WSW,33,SE,13,9,53,30,1017.9,1016.1,17.2,24.9,No,0
9.6,28.3,0,NNE,30,WNW,13,11,58,31,1017.7,1013.1,19.1,27.2,No,0
9.9,26.7,0,W,41,W,9,20,54,27,1013.6,1012.5,18.3,25.7,No,0
10.2,28.7,0,NW,35,SSW,0,13,51,25,1017.2,1012.7,19.1,27.3,No,0
10,33.8,0,N,52,NNW,7,31,56,13,1011.6,1003.8,19.3,32.5,No,0
17.9,21.3,0,W,63,W,37,28,48,24,1004,1008.2,18.7,19.9,No,0
5.7,21.8,0,WSW,37,WSW,7,17,43,28,1017.7,1015.6,12.8,20.4,No,0
8.1,28.3,0,W,30,NNW,9,7,57,25,1017.3,1012.7,16.5,26.7,No,0
12.2,27,0,W,37,W,6,19,52,27,1013.2,1010.2,20.3,25.6,No,0
10,31.6,0,W,31,NNW,7,13,61,21,1011.9,1007.9,18,29.6,No,0
17.7,30.1,0,WNW,43,W,15,26,45,28,1007,1006.6,24.1,27.3,No,0
9.9,22.5,0.2,WSW,48,W,13,19,46,23,1018.7,1019,14.7,21.4,No,0
9.6,29.3,0,SSW,24,SW,13,9,43,24,1026.1,1022.4,17.7,27,No,0
13.4,32,0,NNW,24,NNE,7,11,46,25,1024.4,1020,21.6,30.2,No,0
14.4,34.1,0,SE,26,SSE,7,9,50,18,1021,1016.9,23.5,33.3,No,0
17.9,36.5,0,SW,33,S,7,17,45,16,1018.1,1014,25.5,34.5,No,0
21.6,33.6,0,E,31,SE,7,13,55,35,1016.3,1013.5,23.3,30.5,No,0
21.1,30.7,0.8,N,52,N,11,24,81,58,1014.5,1011.4,21.4,26.7,No,1
19.7,30.7,10.2,WNW,35,W,15,19,56,25,1014.3,1012.6,23.2,29.6,Yes,0
14.2,31.5,0,W,46,W,4,31,54,21,1013.9,1010.4,22.5,29.9,No,0
15.3,27,0,W,57,W,20,33,48,22,1008.7,1006.4,20.7,25.9,No,0
8.9,24.6,0,SW,31,WSW,15,15,48,25,1016.5,1014.3,14.1,22.8,No,0
9.4,27.9,0,WSW,26,SE,6,11,57,22,1017.4,1014.4,17.9,26.1,No,0
11.3,34.8,0,ESE,43,SSW,6,9,43,12,1015.4,1011.7,20.6,32.8,No,0
15.6,33.2,0,WNW,24,ESE,6,11,47,19,1013.4,1012.4,20.5,30.8,No,0
15.5,34.3,0,SE,30,SSE,22,15,39,17,1014,1011.2,24,33.4,No,0
16.7,34.1,0,ENE,28,SSE,19,15,39,24,1016.4,1013,24.8,32.8,No,0
16.5,37.1,0,SSE,26,W,9,9,46,19,1015.6,1011.5,26.1,35.4,No,0
20.8,40,0,WNW,35,NW,6,11,50,17,1013.5,1008.7,26.7,38.8,No,0
19.7,41.5,0,NNW,63,NW,28,41,18,13,1008.3,1002.3,33.7,39.5,No,1
18,25.3,10,WNW,33,NW,13,9,68,40,1015.9,1017.1,19.5,24.1,Yes,0
17,30.3,0,N,43,SW,17,11,53,36,1020.6,1016.8,21.2,28.1,No,0
17.7,30,0,ESE,44,NW,7,6,54,35,1018.6,1014.6,22.2,28.3,No,0
15.3,31.6,0,N,28,ESE,15,13,51,26,1017.9,1013.7,22.3,29.5,No,0
17.7,32,0,NE,37,NE,24,13,40,20,1015.7,1008.9,22.6,30.2,No,1
18.8,23.1,3.2,W,52,WNW,20,24,89,71,1004.4,1005.1,19.2,19.8,Yes,1
10.2,25,9.8,SSE,35,ESE,19,13,47,30,1018.7,1018.7,16.6,22.7,Yes,0
12.8,28.2,0,S,30,WSW,9,13,49,29,1023.9,1021,17.9,26.5,No,0
13.2,32.3,0,SSW,31,W,7,11,47,28,1022.2,1018.3,21.3,29.8,No,0
15.7,34.3,0,ESE,26,NW,7,7,47,20,1018.1,1014.9,23.4,33.1,No,0
17.3,36.6,0,SE,26,SSW,7,13,53,17,1016.3,1012.6,23.2,35.1,No,0
20.4,37.6,0,ENE,54,ESE,0,7,46,17,1013.4,1009.2,26.1,36.7,No,0
20.9,33.6,0.4,SSE,50,SE,9,17,54,30,1011.1,1008.4,24.8,31.7,No,1
18.4,23.1,2.2,ENE,48,ENE,11,39,62,67,1014,1014.8,21.8,19.5,Yes,1
17.3,23.7,15.6,SSE,39,SSE,9,17,74,65,1017.9,1016.5,19.2,21.6,Yes,1
15.5,22.9,6.8,ENE,31,SSE,6,9,92,63,1016.3,1013.9,17.2,22.2,Yes,0
17,28.1,0.2,SE,39,ENE,9,11,76,52,1014.6,1012.6,20.3,25.7,No,0
16.4,28,0,SE,35,ESE,20,20,46,31,1017.4,1015.7,20.9,26.6,No,0
14.3,31.7,0,NNW,24,ENE,11,6,63,24,1019.6,1017.2,19.4,28.7,No,0
16.7,35,0,WNW,28,SSE,11,9,52,24,1018.6,1015.5,24.2,33.1,No,0
17.8,37,0,SSW,41,WNW,9,17,54,17,1016.6,1012.6,26.2,36.2,No,0
17.7,39.2,0,WNW,56,W,9,7,46,13,1011.6,1007.5,26,37,No,0
20.6,38.9,0,WSW,56,W,6,24,40,18,1010.8,1009.8,28.1,37.6,No,0
20.2,43,0,WNW,72,N,15,24,51,16,1013.8,1007.5,27.9,42.3,No,0
26.8,30.2,0,WNW,50,SW,9,24,50,39,1010.5,1015.5,27.2,21.4,No,0
10.4,25.2,0,SE,46,SE,19,20,41,31,1026.1,1023.8,15.9,23.9,No,0
10.7,29.4,0,N,35,S,13,9,45,19,1027.4,1022.9,17.8,27.3,No,0
14.5,30.6,0,NE,24,SSE,13,4,51,31,1024.2,1019.6,20.5,28.1,No,0
14.4,33.5,0,E,28,E,9,15,53,22,1019.2,1014.7,22.5,31.9,No,0
16.1,40,0,NW,50,NW,7,19,46,15,1015.5,1009.4,24.3,37.6,No,0
23.4,33.9,0,NE,39,SE,13,7,23,24,1010.1,1009.3,30.2,31.5,No,0
20.4,38,0,WNW,56,WNW,9,35,62,22,1009,1007.2,24.8,33.4,No,0
22.8,28.1,0,NNW,39,W,9,2,67,89,1008.8,1007.4,24.2,21.7,No,1
17,31.3,12.6,W,41,W,9,20,72,40,1009.2,1008.1,22.1,31,Yes,0
16.6,33.2,0,SW,30,SSW,15,17,55,30,1011.3,1008.3,22.4,31.2,No,0
18.1,32.8,0,SE,39,SSW,11,11,56,30,1012.1,1009.6,24,30.5,No,0
18.7,34.2,0,SE,31,SSE,19,11,48,33,1015.7,1012.3,23.3,32,No,1
18.5,25.7,19.4,W,37,E,9,17,96,65,1014.9,1010.5,18.9,23.2,Yes,1
17.7,31.7,4.2,WNW,35,NE,0,13,83,47,1008.1,1002.8,20.8,30.4,Yes,0
17.1,24.2,0,W,48,WNW,7,24,77,72,1000.7,1003.4,20.7,16.1,No,0
10,28.1,0,W,52,SSW,11,9,70,26,1005.2,1000.8,16,27.1,No,1
13.8,24.2,7,WNW,48,NNW,17,26,79,48,1003.9,1002.2,16.9,22.5,Yes,1
13,26.1,28.6,SSE,28,SW,17,13,88,47,1004.2,1003.2,14.7,24.2,Yes,0
14.4,29.7,0.2,NNE,22,NW,7,7,69,37,1006.2,1003.2,20.7,28,No,0
19.8,25.8,0,SSE,31,E,6,13,67,74,1002.8,1004.4,22.4,22.6,No,0
16.5,29.8,0.4,SSE,46,SE,22,20,53,32,1014,1012.3,20,28.4,No,0
14.2,29.9,0,SE,30,SE,15,11,47,34,1018.3,1015.8,20,27,No,0
14.6,30.3,0,NNE,22,E,7,13,64,34,1017.9,1014.7,20.3,28.1,No,0
15.2,32.8,0,W,28,WSW,4,15,67,37,1017.9,1014.9,21,30.7,No,0
18,35.2,0,SSW,37,WSW,2,9,51,32,1019,1016,24.2,33.8,No,0
18.8,35,0,NE,28,NNE,9,11,54,31,1019,1015.6,24.8,33.3,No,0
15.7,35,0,W,33,WSW,9,20,64,22,1014.2,1010.2,22.6,33.9,No,0
17.3,35.2,0,E,28,SE,6,9,53,23,1013.1,1010.4,23.3,33.6,No,0
17.3,34.9,0,WNW,26,NW,7,11,59,23,1014.9,1011.6,22.9,33.3,No,0
16.9,37.7,0,W,30,N,2,7,55,16,1011.7,1007.3,22.7,35.8,No,0
22.3,30.3,0,WNW,44,WSW,15,20,53,27,1008.9,1008.2,23.4,28.9,No,0
13.8,28.9,0,WSW,41,WSW,4,19,58,27,1012,1009,20.1,27.9,No,0
15.2,26.3,0,W,43,W,20,26,54,24,1010.9,1009.8,19.4,24.8,No,0
10.5,26.7,0,W,39,W,11,15,45,34,1013.6,1010,16,24.1,No,0
12.7,30.5,0,WSW,28,WSW,9,13,63,32,1009.8,1006.8,18.5,28.7,No,0
13.9,32.9,0,WSW,44,NW,7,20,64,24,1011.4,1009.7,19.9,31.1,No,0
15.2,31.2,0,WNW,30,WSW,6,17,61,28,1017.2,1016.6,20.7,30.2,No,0
13.6,34.4,0,NNW,33,NW,9,11,60,22,1023.6,1020.5,19.8,33.5,No,0
15.2,35.4,0,ESE,31,SW,4,13,51,30,1023.9,1019.6,21.8,34.1,No,0
20.1,39.5,0,N,41,NNW,11,20,46,19,1017.7,1013.3,26.5,38.4,No,0
22.5,40.9,0,NNW,54,NNW,7,30,43,15,1012.2,1008.1,28.3,40.1,No,0
22.4,36.4,0,NW,43,WSW,7,15,38,36,1009.6,1009.1,28.3,32.3,No,0
14.9,31.2,0.2,WNW,33,W,0,19,51,19,1015.8,1014.7,21.5,29.9,No,0
14.7,33.1,0,SW,30,SSW,7,13,58,28,1018.7,1015.6,20.9,32.3,No,0
16.2,33.4,0,W,31,WSW,7,15,59,21,1018,1015.1,22.1,31.3,No,0
15.4,32.3,0,SSW,24,S,6,15,56,34,1019.5,1016.5,21.6,30.3,No,0
14.7,35.1,0,NW,37,WNW,7,13,63,21,1019.5,1016.1,20.8,33.7,No,0
16.8,37.2,0,W,31,WNW,4,11,48,10,1018.1,1015.9,23.9,36.4,No,0
16.7,35,0,NNW,50,E,9,7,37,24,1019.4,1016.2,25.3,33.2,No,0
15.9,37,0,N,26,S,7,7,57,22,1020,1016.1,23,36.3,No,0
20.3,38.5,0,NNE,28,SW,4,9,50,23,1019.3,1016.5,25.9,37.5,No,0
20.5,37.1,0,NNE,46,SSE,6,11,54,29,1019.8,1017.2,25.7,34.1,No,0
17.4,38.5,0.2,NNE,24,S,6,9,56,22,1019.7,1016.7,24.8,36.5,No,0
20.1,38.3,0,NE,30,NNW,7,11,56,14,1020.1,1017.2,25.6,37,No,0
18.7,38.3,0,WSW,39,WNW,9,20,49,24,1018.9,1015.4,25.7,35.2,No,0
24.6,36.8,0,N,41,SE,4,9,54,27,1018.9,1015,26.1,35.5,No,0
20,32.3,0.6,W,46,NE,9,20,70,43,1017.5,1015.1,24.5,30.6,No,1
20,34,6.6,S,28,E,7,7,80,45,1019,1016.9,23.1,32.5,Yes,0
19.4,35.2,0.2,W,30,W,4,13,71,26,1018.6,1015.1,22.7,33.5,No,0
18,35.1,0,SSW,37,SW,7,22,59,21,1016.8,1013.7,22.5,33.8,No,0
20.4,31.8,0,SE,33,SSE,17,15,54,35,1018,1015.4,23.2,30,No,0
19.2,30.8,0,SE,24,ENE,7,11,61,30,1019.2,1015.5,20.8,30.1,No,0
16,31.1,0.4,SE,26,SSE,6,11,64,35,1015.5,1010.3,20.5,28.8,No,1
19.8,21.1,10.4,W,74,W,22,37,98,55,996,1000.3,20,19.9,Yes,1
9.5,21.1,10.4,SE,46,WSW,13,13,67,38,1013.7,1013.4,12.9,19.4,Yes,0
12.7,24.2,0,SSE,31,S,20,17,50,29,1018.2,1016.5,15.3,23,No,0
12.4,25.2,0,SSE,35,SE,19,19,54,34,1019.7,1016.5,16.6,24,No,0
